Customer ID,Purchase Date,Monetary,Quantity,Age,Gender,Returns,Churn,Frequency,Recency,R_Score,F_Score,M_Score,RFM Score,Cluster,Customer Segment
1277,2023-08-24 08:40:41,17953,27,62,Male,2.0,1,8,23,4,1,1,411,2,Loyal
1278,2023-08-19 18:55:08,22893,23,43,Male,1.0,0,7,27,4,1,2,412,3,Regular
1279,2023-07-11 08:17:24,37442,42,36,Male,7.0,0,12,67,3,3,4,334,1,High Value
1280,2023-06-11 04:47:14,14923,17,26,Male,5.0,1,7,97,2,1,1,211,3,Regular
1281,2023-08-17 02:57:28,30263,47,54,Male,3.0,0,13,30,4,4,3,443,1,High Value
1282,2023-07-20 15:16:11,19135,19,53,Male,4.0,1,7,57,3,1,1,311,2,Loyal
1283,2023-08-09 17:38:21,37147,49,21,Male,7.0,0,17,37,4,4,4,444,1,High Value
1284,2023-05-13 06:10:30,22233,18,54,Female,1.0,1,7,126,2,1,2,212,2,Loyal
1285,2023-07-17 14:09:35,28985,35,56,Male,4.0,1,10,60,3,2,3,323,2,Loyal
1286,2023-03-21 21:31:31,23842,23,29,Male,3.0,0,9,178,2,2,2,222,3,Regular
1287,2023-08-26 14:45:22,42206,46,67,Male,5.0,0,15,20,4,4,4,444,1,High Value
1288,2023-06-11 18:50:27,13891,13,24,Female,0.0,0,5,96,3,1,1,311,3,Regular
1289,2023-08-21 10:18:31,9201,14,20,Female,3.0,1,6,26,4,1,1,411,3,Regular
1290,2023-05-09 13:56:05,25787,37,32,Female,5.0,0,12,129,2,3,2,232,3,Regular
1291,2023-05-01 07:26:04,34008,33,65,Female,2.0,0,10,138,2,2,4,224,2,Loyal
1292,2023-04-25 07:31:09,27558,23,34,Female,3.0,0,10,144,2,2,3,223,3,Regular
1293,2023-09-05 06:14:39,33474,44,30,Male,6.0,0,15,11,4,4,3,443,1,High Value
1294,2023-06-14 08:35:35,24584,24,22,Male,4.0,1,10,94,3,2,2,322,3,Regular
1295,2023-08-09 00:56:59,33705,44,40,Female,5.0,0,13,38,4,4,4,444,1,High Value
1296,2023-09-08 06:18:46,32811,30,62,Female,3.0,0,9,8,4,2,3,423,2,Loyal
1297,2023-05-08 22:57:34,19847,21,34,Male,2.0,0,7,130,2,1,1,211,3,Regular
1298,2023-07-17 08:36:46,29910,30,61,Male,2.0,0,11,61,3,3,3,333,2,Loyal
1299,2023-03-21 03:28:51,19299,16,25,Female,2.0,0,6,179,2,1,1,211,3,Regular
1300,2022-08-31 20:50:26,20762,17,45,Female,3.0,0,8,380,1,1,2,112,0,At Risk
1301,2023-06-03 15:43:11,37899,43,31,Female,6.0,0,14,104,2,4,4,244,1,High Value
1302,2023-04-21 18:08:15,22853,32,40,Female,3.0,0,10,147,2,2,2,222,3,Regular
1303,2023-06-29 13:52:05,18708,29,63,Female,4.0,0,9,78,3,2,1,321,2,Loyal
1304,2023-07-28 06:25:21,13482,14,66,Female,1.0,0,4,50,3,1,1,311,2,Loyal
1305,2023-06-24 20:12:08,26709,23,63,Male,3.0,0,9,83,3,2,3,323,2,Loyal
1306,2022-04-22 14:40:04,9583,10,40,Male,0.0,1,4,511,1,1,1,111,0,At Risk
1307,2023-04-13 17:46:40,26901,42,41,Female,4.0,0,13,155,2,4,3,243,1,High Value
1308,2023-04-23 20:09:48,24523,23,34,Female,6.0,0,10,145,2,2,2,222,3,Regular
1309,2023-07-02 11:41:51,28739,36,60,Male,8.0,1,11,76,3,3,3,333,2,Loyal
1310,2022-11-17 01:17:04,13788,19,56,Female,0.0,0,6,303,1,1,1,111,0,At Risk
1311,2023-08-31 18:23:38,35748,54,27,Male,6.0,1,15,15,4,4,4,444,1,High Value
1312,2022-08-18 06:59:15,24912,36,23,Male,10.0,1,12,394,1,3,2,132,3,Regular
1313,2023-06-21 22:49:18,8803,18,41,Male,4.0,0,7,86,3,1,1,311,0,At Risk
1314,2022-07-15 18:38:13,38692,34,27,Male,6.0,0,12,427,1,3,4,134,1,High Value
1315,2023-05-29 17:13:07,24230,20,23,Female,3.0,0,8,109,2,1,2,212,3,Regular
1316,2023-09-12 16:01:00,20075,26,67,Male,1.0,0,10,3,4,2,1,421,2,Loyal
1317,2023-07-13 05:20:18,42270,49,67,Male,7.0,1,15,65,3,4,4,344,1,High Value
1318,2023-04-09 22:45:07,25863,33,30,Male,2.0,0,10,159,2,2,2,222,3,Regular
1319,2023-04-16 14:19:57,29461,39,24,Female,4.0,0,12,152,2,3,3,233,3,Regular
1320,2023-08-02 19:39:00,19152,29,33,Female,5.0,0,10,44,3,2,1,321,3,Regular
1321,2023-07-03 05:38:06,32165,48,30,Female,7.0,0,13,75,3,4,3,343,1,High Value
1322,2023-08-09 11:23:00,11992,19,51,Male,2.0,0,5,38,4,1,1,411,2,Loyal
1323,2022-10-31 01:11:39,22997,29,44,Male,2.0,0,9,320,1,2,2,122,0,At Risk
1324,2023-07-09 18:18:39,25424,34,59,Female,2.0,0,11,68,3,3,2,332,2,Loyal
1325,2023-08-29 16:58:35,26658,21,24,Male,3.0,0,8,17,4,1,3,413,3,Regular
1326,2023-05-05 13:32:29,22093,35,50,Female,3.0,0,11,133,2,3,2,232,2,Loyal
1327,2023-07-09 14:01:57,32014,30,52,Female,3.0,0,9,68,3,2,3,323,2,Loyal
1328,2023-03-05 08:49:20,17586,14,64,Female,3.0,0,6,195,1,1,1,111,0,At Risk
1329,2023-07-22 03:02:39,32495,41,69,Male,2.0,0,12,56,3,3,3,333,2,Loyal
1330,2023-06-15 08:54:33,28231,23,34,Male,2.0,0,11,93,3,3,3,333,3,Regular
1331,2023-04-26 00:02:03,36931,40,38,Female,6.0,0,12,143,2,3,4,234,1,High Value
1332,2023-08-15 15:12:33,23915,23,64,Female,2.0,1,8,31,4,1,2,412,2,Loyal
1333,2023-07-31 15:34:58,25889,35,61,Male,3.0,0,10,46,3,2,2,322,2,Loyal
1334,2023-04-08 15:19:40,31451,41,28,Male,7.0,0,12,160,2,3,3,233,1,High Value
1335,2023-07-30 15:35:53,35261,38,30,Female,4.0,1,11,47,3,3,4,334,1,High Value
1336,2023-05-11 21:54:08,23726,33,40,Female,6.0,1,11,127,2,3,2,232,3,Regular
1337,2023-04-29 13:41:14,40415,51,32,Female,10.0,1,15,139,2,4,4,244,1,High Value
1338,2023-02-03 14:14:57,21522,19,28,Male,3.0,1,8,224,1,1,2,112,3,Regular
1339,2023-08-17 05:28:31,34588,39,43,Male,5.0,0,10,30,4,2,4,424,1,High Value
1340,2022-01-28 21:32:29,23206,28,68,Male,1.0,0,9,595,1,2,2,122,0,At Risk
1341,2023-07-05 16:26:16,31312,35,58,Male,6.0,1,12,72,3,3,3,333,2,Loyal
1342,2023-07-27 02:21:16,46637,49,20,Male,9.0,1,16,51,3,4,4,344,1,High Value
1343,2023-01-08 15:54:19,24864,38,66,Female,5.0,1,12,250,1,3,2,132,2,Loyal
1344,2023-08-21 03:39:26,16382,20,60,Male,2.0,0,6,26,4,1,1,411,2,Loyal
1345,2023-04-11 22:08:56,40167,41,36,Male,7.0,0,14,157,2,4,4,244,1,High Value
1346,2022-06-22 20:17:24,13451,11,59,Male,2.0,0,5,450,1,1,1,111,0,At Risk
1347,2023-07-21 16:25:47,23200,26,41,Female,1.0,1,8,56,3,1,2,312,3,Regular
1348,2023-03-19 16:14:04,27198,21,64,Male,6.0,1,9,180,2,2,3,223,2,Loyal
1349,2023-03-26 22:21:39,34529,35,39,Male,4.0,0,13,173,2,4,4,244,1,High Value
1350,2023-05-06 17:30:32,36305,29,24,Male,6.0,0,10,132,2,2,4,224,3,Regular
1351,2022-08-05 23:22:33,18450,13,22,Female,3.0,0,6,406,1,1,1,111,0,At Risk
1352,2023-09-08 05:03:26,16493,24,25,Female,6.0,0,11,8,4,3,1,431,3,Regular
1353,2023-06-07 07:27:00,21394,27,35,Female,3.0,1,9,101,2,2,2,222,3,Regular
1354,2023-03-25 02:01:27,29359,36,26,Male,5.0,0,11,175,2,3,3,233,3,Regular
1355,2023-09-03 07:28:57,29836,33,59,Female,4.0,1,10,13,4,2,3,423,2,Loyal
1356,2022-08-26 13:18:25,22311,37,36,Male,3.0,0,10,385,1,2,2,122,3,Regular
1357,2022-09-04 04:44:09,39573,33,63,Male,4.0,0,11,377,1,3,4,134,2,Loyal
1358,2023-05-10 19:48:06,44038,46,49,Male,6.0,0,13,128,2,4,4,244,1,High Value
1359,2023-01-04 20:01:43,24926,24,26,Female,3.0,0,9,254,1,2,2,122,3,Regular
1360,2023-09-08 13:08:15,18725,14,59,Male,1.0,0,5,7,4,1,1,411,2,Loyal
1361,2023-03-14 02:43:43,34432,33,48,Male,5.0,1,12,186,2,3,4,234,1,High Value
1362,2023-06-21 10:13:53,39386,44,49,Female,4.0,1,14,87,3,4,4,344,1,High Value
1363,2023-08-08 18:48:42,24972,20,55,Male,4.0,1,7,38,4,1,2,412,2,Loyal
1364,2023-09-01 02:36:13,50924,58,24,Female,8.0,0,16,15,4,4,4,444,1,High Value
1365,2022-12-26 00:53:24,14152,20,21,Female,2.0,0,6,264,1,1,1,111,0,At Risk
1366,2023-08-18 01:41:57,25433,29,67,Female,1.0,0,9,29,4,2,2,422,2,Loyal
1367,2023-06-13 06:35:21,24897,43,59,Female,5.0,1,11,95,3,3,2,332,2,Loyal
1368,2023-08-05 01:21:40,32084,32,45,Male,6.0,0,11,42,3,3,3,333,2,Loyal
1369,2023-03-21 15:39:41,35444,33,19,Male,5.0,1,11,178,2,3,4,234,3,Regular
1370,2023-02-05 10:10:31,39321,46,68,Male,3.0,1,15,223,1,4,4,144,1,High Value
1371,2023-09-09 12:56:57,25850,33,63,Female,3.0,1,9,6,4,2,2,422,2,Loyal
1372,2023-07-25 12:10:43,44910,52,65,Female,5.0,0,15,53,3,4,4,344,1,High Value
1373,2022-09-14 23:21:53,28462,28,51,Female,2.0,0,11,366,1,3,3,133,2,Loyal
1374,2023-08-09 05:39:34,24885,31,55,Female,4.0,1,10,38,4,2,2,422,2,Loyal
1375,2023-06-01 05:41:03,14766,26,57,Male,3.0,1,8,107,2,1,1,211,2,Loyal
1376,2022-07-03 00:46:55,18868,26,62,Female,3.0,0,8,440,1,1,1,111,0,At Risk
1377,2022-10-19 20:51:58,21367,14,33,Female,2.0,1,8,331,1,1,2,112,0,At Risk
1378,2023-05-07 01:07:53,31674,32,58,Female,5.0,0,13,132,2,4,3,243,2,Loyal
1379,2023-08-26 07:48:19,47139,56,18,Male,6.0,0,20,21,4,4,4,444,1,High Value
1380,2023-04-12 21:08:21,26807,24,36,Male,4.0,0,8,156,2,1,3,213,3,Regular
1381,2023-07-12 08:53:29,23247,27,63,Female,2.0,1,10,66,3,2,2,322,2,Loyal
1382,2022-10-25 21:01:23,14987,10,57,Female,2.0,1,5,325,1,1,1,111,0,At Risk
1383,2023-03-04 02:44:00,34318,35,59,Male,5.0,0,10,196,1,2,4,124,2,Loyal
1384,2022-11-13 14:27:35,22058,33,65,Female,1.0,0,9,306,1,2,2,122,2,Loyal
1385,2023-07-24 07:37:19,44765,45,68,Male,8.0,1,17,54,3,4,4,344,1,High Value
1386,2023-09-09 14:43:09,33579,22,56,Male,3.0,0,9,6,4,2,4,424,2,Loyal
1387,2023-07-20 05:35:06,21777,20,59,Female,1.0,1,7,58,3,1,2,312,2,Loyal
1388,2023-06-06 04:15:01,24319,31,63,Male,7.0,0,10,102,2,2,2,222,2,Loyal
1389,2023-03-17 22:12:34,34084,32,56,Female,7.0,1,10,182,2,2,4,224,2,Loyal
1390,2023-06-17 18:25:45,47314,40,69,Female,5.0,0,14,90,3,4,4,344,1,High Value
1391,2023-04-28 03:15:25,29988,23,33,Female,6.0,0,12,141,2,3,3,233,3,Regular
1392,2023-04-30 00:31:51,24925,30,58,Female,2.0,1,11,139,2,3,2,232,2,Loyal
1393,2023-03-31 20:30:43,36342,38,54,Male,7.0,0,11,168,2,3,4,234,1,High Value
1394,2023-07-07 09:22:26,27828,43,67,Female,7.0,0,14,71,3,4,3,343,1,High Value
1395,2022-08-10 01:24:35,43769,44,37,Female,3.0,0,14,402,1,4,4,144,1,High Value
1396,2023-04-14 10:40:21,24163,29,33,Female,3.0,0,9,155,2,2,2,222,3,Regular
1397,2023-09-02 04:01:16,27545,29,65,Female,3.0,0,10,14,4,2,3,423,2,Loyal
1398,2023-06-15 16:53:30,34271,38,44,Female,7.0,0,12,92,3,3,4,334,1,High Value
1399,2023-08-13 06:45:42,64280,48,63,Male,6.0,0,19,34,4,4,4,444,1,High Value
1400,2023-09-12 02:11:28,38442,53,45,Female,5.0,0,15,4,4,4,4,444,1,High Value
1401,2022-10-03 04:57:05,33235,32,60,Female,4.0,1,11,348,1,3,3,133,2,Loyal
1402,2022-08-25 02:25:02,27154,29,42,Female,4.0,1,8,387,1,1,3,113,0,At Risk
1403,2022-09-11 23:53:21,20703,14,69,Female,1.0,1,6,369,1,1,2,112,0,At Risk
1404,2023-03-26 20:46:25,13461,15,43,Male,2.0,0,5,173,2,1,1,211,0,At Risk
1405,2023-05-23 10:21:33,10853,20,21,Male,2.0,0,7,116,2,1,1,211,3,Regular
1406,2023-04-23 11:41:41,15641,22,34,Male,4.0,0,7,146,2,1,1,211,3,Regular
1407,2023-07-11 07:28:22,29916,45,55,Male,8.0,0,13,67,3,4,3,343,1,High Value
1408,2023-08-31 14:46:01,34422,29,32,Male,5.0,1,10,15,4,2,4,424,3,Regular
1409,2023-09-04 05:45:52,28656,33,65,Male,5.0,1,10,12,4,2,3,423,2,Loyal
1410,2023-05-30 11:37:24,17412,23,57,Female,4.0,1,6,109,2,1,1,211,2,Loyal
1411,2023-04-10 06:04:36,29606,33,37,Female,3.0,0,11,159,2,3,3,233,3,Regular
1412,2023-09-11 02:30:06,23406,27,64,Male,2.0,1,8,5,4,1,2,412,2,Loyal
1413,2023-02-06 14:07:35,26500,32,46,Female,4.0,0,10,221,1,2,2,122,2,Loyal
1414,2023-08-15 22:04:00,12131,13,18,Female,2.0,1,4,31,4,1,1,411,3,Regular
1415,2023-05-04 06:30:03,27511,30,44,Female,3.0,0,9,135,2,2,3,223,2,Loyal
1416,2023-09-02 02:45:11,55856,50,18,Female,8.0,1,18,14,4,4,4,444,1,High Value
1417,2023-07-13 16:38:03,49461,42,32,Female,7.0,1,14,64,3,4,4,344,1,High Value
1418,2022-12-20 08:10:50,21874,19,48,Male,2.0,0,7,270,1,1,2,112,0,At Risk
1419,2023-04-11 14:22:55,21611,25,54,Male,5.0,1,7,157,2,1,2,212,2,Loyal
1420,2021-08-09 01:44:10,11276,17,59,Male,1.0,0,5,768,1,1,1,111,0,At Risk
1421,2023-09-08 06:37:19,37292,35,28,Female,3.0,1,13,8,4,4,4,444,1,High Value
1422,2023-04-29 14:55:15,36312,43,43,Male,6.0,1,14,139,2,4,4,244,1,High Value
1423,2023-07-13 17:05:15,38338,30,30,Female,4.0,0,12,64,3,3,4,334,1,High Value
1424,2022-10-28 17:11:58,21146,36,20,Female,5.0,1,11,322,1,3,2,132,3,Regular
1425,2023-09-10 02:22:29,23050,32,42,Male,6.0,1,10,6,4,2,2,422,3,Regular
1426,2023-03-10 07:18:16,32981,39,45,Male,6.0,0,14,190,2,4,3,243,1,High Value
1427,2023-08-11 20:46:42,50137,63,56,Female,6.0,1,17,35,4,4,4,444,1,High Value
1428,2023-04-20 02:02:30,25713,23,39,Female,3.0,1,8,149,2,1,2,212,3,Regular
1429,2023-09-14 17:20:58,41508,46,30,Male,7.0,1,17,1,4,4,4,444,1,High Value
1430,2023-02-27 23:53:17,54708,45,55,Female,4.0,1,17,200,1,4,4,144,1,High Value
1431,2023-07-05 20:55:25,37009,42,49,Female,6.0,0,12,72,3,3,4,334,1,High Value
1432,2023-05-19 09:21:58,7950,7,30,Male,0.0,0,3,120,2,1,1,211,0,At Risk
1433,2023-06-27 10:04:24,30196,34,70,Female,5.0,0,9,81,3,2,3,323,2,Loyal
1434,2023-07-29 00:27:22,34990,29,30,Male,2.0,0,11,49,3,3,4,334,3,Regular
1435,2023-08-03 00:08:09,16048,17,63,Female,2.0,0,6,44,3,1,1,311,2,Loyal
1436,2023-06-29 05:29:17,20810,25,44,Female,3.0,1,8,79,3,1,2,312,3,Regular
1437,2023-03-03 00:29:56,20649,21,44,Male,2.0,0,7,197,1,1,2,112,0,At Risk
1438,2023-06-07 17:02:14,25724,26,63,Male,3.0,1,10,100,2,2,2,222,2,Loyal
1439,2022-02-17 05:38:26,16925,12,40,Female,0.0,0,5,576,1,1,1,111,0,At Risk
1440,2023-04-04 15:13:24,31679,29,44,Male,6.0,0,11,164,2,3,3,233,2,Loyal
1441,2022-06-10 09:32:23,29521,36,64,Male,5.0,1,11,463,1,3,3,133,2,Loyal
1442,2023-05-22 06:15:14,42776,40,27,Male,5.0,0,14,117,2,4,4,244,1,High Value
1443,2023-09-03 20:37:23,35290,43,68,Female,7.0,0,13,12,4,4,4,444,1,High Value
1444,2023-04-27 12:12:39,38734,46,27,Female,4.0,0,13,142,2,4,4,244,1,High Value
1445,2023-01-15 20:00:37,19347,21,57,Female,3.0,1,7,243,1,1,1,111,0,At Risk
1446,2023-07-15 10:34:45,37509,34,48,Male,6.0,0,12,63,3,3,4,334,1,High Value
1447,2023-09-06 03:41:17,27869,29,40,Female,4.0,1,10,10,4,2,3,423,3,Regular
1448,2023-06-15 07:28:08,24619,22,23,Female,2.0,0,7,93,3,1,2,312,3,Regular
1449,2023-07-25 21:06:36,18414,17,22,Female,2.0,0,7,52,3,1,1,311,3,Regular
1450,2023-09-05 15:11:27,43909,41,47,Female,6.0,1,13,10,4,4,4,444,1,High Value
1451,2022-10-11 23:31:00,9189,19,23,Female,2.0,1,6,339,1,1,1,111,0,At Risk
1452,2022-12-01 17:07:27,511,3,32,Male,0.0,0,1,288,1,1,1,111,0,At Risk
1453,2023-04-20 02:24:36,29064,46,47,Female,4.0,0,14,149,2,4,3,243,1,High Value
1454,2022-11-15 10:12:43,14618,22,21,Female,2.0,0,7,305,1,1,1,111,0,At Risk
1455,2022-11-21 10:49:01,14203,19,63,Female,3.0,1,5,299,1,1,1,111,0,At Risk
1456,2023-07-21 06:24:27,40978,38,58,Female,3.0,1,13,57,3,4,4,344,1,High Value
1457,2023-09-02 20:50:51,15030,11,32,Male,3.0,0,4,13,4,1,1,411,3,Regular
1458,2023-08-05 15:21:44,22527,16,56,Male,3.0,0,6,41,3,1,2,312,2,Loyal
1459,2023-03-19 17:25:02,15399,15,28,Female,1.0,0,4,180,2,1,1,211,0,At Risk
1460,2022-11-29 17:09:57,13078,33,27,Female,3.0,0,9,290,1,2,1,121,3,Regular
1461,2023-09-09 01:04:29,26945,31,39,Female,4.0,0,11,7,4,3,3,433,3,Regular
1462,2023-02-14 15:40:20,23941,31,30,Female,4.0,0,11,213,1,3,2,132,3,Regular
1463,2023-05-25 04:42:11,37076,37,31,Female,4.0,0,9,114,2,2,4,224,3,Regular
1464,2023-04-08 11:42:32,21291,22,52,Female,3.0,1,9,161,2,2,2,222,2,Loyal
1465,2023-09-02 13:27:57,48187,42,43,Female,9.0,1,16,13,4,4,4,444,1,High Value
1466,2022-12-05 06:12:34,18441,19,46,Male,3.0,0,7,285,1,1,1,111,0,At Risk
1467,2023-09-15 04:53:45,40314,42,40,Female,5.0,0,13,1,4,4,4,444,1,High Value
1468,2022-12-04 03:12:38,25369,17,56,Male,2.0,0,7,286,1,1,2,112,0,At Risk
1469,2022-07-01 04:53:50,25011,27,48,Male,3.0,0,9,442,1,2,2,122,0,At Risk
1470,2023-07-29 15:25:23,39315,47,18,Male,3.0,0,13,48,3,4,4,344,1,High Value
1471,2023-08-31 11:01:43,29988,35,53,Female,3.0,1,11,16,4,3,3,433,2,Loyal
1472,2022-09-24 21:14:00,10666,15,43,Male,1.0,0,5,356,1,1,1,111,0,At Risk
1473,2023-09-05 16:20:51,41498,38,62,Female,10.0,0,15,10,4,4,4,444,1,High Value
1474,2023-07-15 20:15:14,17244,37,21,Male,3.0,0,9,62,3,2,1,321,3,Regular
1475,2023-03-21 20:23:04,10998,10,53,Male,2.0,0,4,178,2,1,1,211,0,At Risk
1476,2023-02-08 03:55:57,11263,17,63,Male,4.0,0,6,220,1,1,1,111,0,At Risk
1477,2023-08-11 04:56:06,20725,18,59,Male,2.0,1,7,36,4,1,2,412,2,Loyal
1478,2023-09-09 23:13:56,37012,35,44,Female,4.0,0,12,6,4,3,4,434,1,High Value
1479,2023-09-08 10:29:26,27227,20,51,Female,3.0,0,8,8,4,1,3,413,2,Loyal
1480,2023-06-29 18:26:46,18060,25,21,Male,3.0,0,8,78,3,1,1,311,3,Regular
1481,2023-04-19 12:00:40,44381,53,37,Female,6.0,0,16,150,2,4,4,244,1,High Value
1482,2022-11-07 03:00:52,26563,29,57,Female,4.0,0,10,313,1,2,3,123,2,Loyal
1483,2023-09-06 14:18:46,30726,34,62,Male,4.0,1,11,9,4,3,3,433,2,Loyal
1484,2023-08-05 20:25:28,10209,27,20,Female,2.0,1,7,41,3,1,1,311,3,Regular
1485,2023-08-20 07:05:15,16159,31,25,Female,3.0,1,9,27,4,2,1,421,3,Regular
1486,2023-06-27 04:13:04,38864,47,18,Male,6.0,0,16,81,3,4,4,344,1,High Value
1487,2023-09-10 21:02:05,32715,38,22,Female,6.0,0,14,5,4,4,3,443,1,High Value
1488,2023-08-16 11:34:13,32918,36,34,Male,4.0,0,12,31,4,3,3,433,1,High Value
1489,2023-03-31 16:13:10,27494,26,26,Male,3.0,0,9,168,2,2,3,223,3,Regular
1490,2022-11-10 07:53:08,18369,17,31,Female,2.0,0,6,310,1,1,1,111,0,At Risk
1491,2023-08-19 00:16:02,35233,46,54,Female,6.0,0,13,28,4,4,4,444,1,High Value
1492,2023-09-05 10:43:45,25828,32,28,Male,6.0,1,12,11,4,3,2,432,3,Regular
1493,2023-04-17 14:30:09,17050,11,59,Male,3.0,0,5,151,2,1,1,211,0,At Risk
1494,2022-08-29 04:24:21,29323,25,49,Female,4.0,0,8,383,1,1,3,113,0,At Risk
1495,2022-10-30 04:09:56,30428,32,19,Male,4.0,1,12,321,1,3,3,133,3,Regular
1496,2023-08-18 01:21:30,26309,35,24,Male,3.0,1,11,29,4,3,2,432,3,Regular
1497,2023-02-10 14:46:08,22187,20,61,Male,2.0,0,7,217,1,1,2,112,2,Loyal
1498,2023-05-05 10:20:10,19660,22,39,Male,3.0,0,7,134,2,1,1,211,3,Regular
1499,2023-04-27 01:16:01,27811,34,47,Female,5.0,0,9,142,2,2,3,223,2,Loyal
1500,2023-02-06 18:31:16,14514,20,44,Female,3.0,0,6,221,1,1,1,111,0,At Risk
1501,2023-01-24 09:29:34,38668,37,21,Male,3.0,1,12,235,1,3,4,134,1,High Value
1502,2023-08-21 16:51:54,29254,22,56,Male,5.0,1,9,25,4,2,3,423,2,Loyal
1503,2023-07-30 11:56:47,46705,48,56,Female,5.0,0,12,48,3,3,4,334,1,High Value
1504,2023-04-07 01:16:48,21611,31,42,Male,3.0,0,10,162,2,2,2,222,3,Regular
1505,2023-09-11 22:44:28,21447,22,18,Female,2.0,1,8,4,4,1,2,412,3,Regular
1506,2023-02-13 16:43:31,7803,19,70,Male,2.0,1,7,214,1,1,1,111,0,At Risk
1507,2023-04-29 04:54:31,18923,20,36,Female,0.0,1,6,140,2,1,1,211,3,Regular
1508,2023-05-17 20:47:51,41597,43,51,Female,7.0,1,13,121,2,4,4,244,1,High Value
1509,2023-09-01 23:52:20,49816,56,40,Female,6.0,0,20,14,4,4,4,444,1,High Value
1510,2023-09-10 02:34:17,20815,17,66,Female,3.0,0,7,6,4,1,2,412,2,Loyal
1511,2023-05-22 14:16:52,32068,33,47,Male,4.0,0,11,116,2,3,3,233,2,Loyal
1512,2023-05-19 10:48:43,28816,24,62,Male,2.0,0,9,120,2,2,3,223,2,Loyal
1513,2023-04-10 16:21:49,25502,24,60,Female,3.0,0,7,158,2,1,2,212,2,Loyal
1514,2023-06-07 08:12:03,35207,33,38,Male,6.0,0,11,101,2,3,4,234,1,High Value
1515,2023-08-18 03:00:39,24350,39,47,Male,3.0,0,11,29,4,3,2,432,2,Loyal
1516,2023-08-02 01:29:53,44538,47,53,Female,8.0,0,17,45,3,4,4,344,1,High Value
1517,2023-05-13 20:00:42,25578,24,19,Male,3.0,0,9,125,2,2,2,222,3,Regular
1518,2023-07-23 01:16:46,32366,35,27,Male,4.0,0,10,55,3,2,3,323,3,Regular
1519,2023-07-25 16:47:34,29673,42,55,Female,1.0,0,13,52,3,4,3,343,1,High Value
1520,2023-02-08 16:14:20,32418,37,51,Male,5.0,1,12,219,1,3,3,133,1,High Value
1521,2023-01-22 07:07:02,10728,24,67,Male,1.0,0,6,237,1,1,1,111,0,At Risk
1522,2023-08-09 00:57:38,25953,36,64,Female,5.0,0,9,38,4,2,2,422,2,Loyal
1523,2021-12-10 01:21:07,23028,19,49,Male,3.0,0,7,645,1,1,2,112,0,At Risk
1524,2023-04-06 04:15:44,14339,15,47,Female,3.0,0,6,163,2,1,1,211,0,At Risk
1525,2023-01-06 19:34:27,16506,18,18,Female,1.0,0,5,252,1,1,1,111,0,At Risk
1526,2023-09-12 20:30:48,38337,27,50,Female,4.0,1,11,3,4,3,4,434,2,Loyal
1527,2023-08-21 00:10:39,40793,29,38,Male,6.0,1,13,26,4,4,4,444,1,High Value
1528,2023-03-05 16:25:02,42675,43,19,Male,7.0,1,14,194,1,4,4,144,1,High Value
1529,2023-04-26 06:07:58,23699,17,31,Male,1.0,1,8,143,2,1,2,212,3,Regular
1530,2023-05-24 03:01:29,15799,22,36,Female,3.0,0,7,115,2,1,1,211,3,Regular
1531,2023-05-23 21:38:03,34885,29,54,Male,5.0,0,11,115,2,3,4,234,2,Loyal
1532,2023-07-25 19:03:55,21894,22,24,Female,5.0,0,9,52,3,2,2,322,3,Regular
1533,2023-07-18 14:11:51,35144,47,20,Female,6.0,0,14,59,3,4,4,344,1,High Value
1534,2023-08-20 22:51:20,38463,25,68,Male,5.0,1,12,26,4,3,4,434,2,Loyal
1535,2023-07-01 07:29:45,26678,32,45,Female,3.0,0,9,77,3,2,3,323,2,Loyal
1536,2023-06-27 01:54:47,27495,35,34,Male,4.0,0,12,81,3,3,3,333,3,Regular
1537,2023-06-18 14:12:09,28125,24,58,Male,4.0,1,9,89,3,2,3,323,2,Loyal
1538,2022-08-20 16:01:29,24953,28,23,Male,5.0,0,10,391,1,2,2,122,3,Regular
1539,2023-06-11 16:40:30,36568,42,37,Male,5.0,0,13,96,3,4,4,344,1,High Value
1540,2023-09-06 10:42:59,34414,35,64,Female,8.0,1,14,10,4,4,4,444,1,High Value
1541,2023-04-04 05:04:42,22692,24,54,Male,2.0,1,6,165,2,1,2,212,2,Loyal
1542,2023-08-23 08:30:44,21640,25,59,Male,3.0,0,11,24,4,3,2,432,2,Loyal
1543,2023-07-05 04:51:06,15712,20,29,Male,3.0,1,5,73,3,1,1,311,3,Regular
1544,2023-05-14 23:16:04,12339,26,36,Male,1.0,0,7,124,2,1,1,211,3,Regular
1545,2022-08-15 20:57:22,11918,13,41,Female,1.0,1,5,396,1,1,1,111,0,At Risk
1546,2023-06-03 13:32:24,39017,43,57,Female,5.0,1,14,104,2,4,4,244,1,High Value
1547,2023-07-29 19:49:45,19112,28,45,Female,4.0,1,8,48,3,1,1,311,2,Loyal
1548,2023-08-03 14:52:09,20906,23,62,Female,3.0,0,8,43,3,1,2,312,2,Loyal
1549,2023-04-22 11:07:14,41320,50,63,Male,5.0,0,15,147,2,4,4,244,1,High Value
1550,2023-09-11 13:00:30,15037,19,59,Female,2.0,1,6,4,4,1,1,411,2,Loyal
1551,2023-04-21 04:25:23,19152,19,31,Male,0.0,1,8,148,2,1,1,211,3,Regular
